Active Epicor Part,part_number,title,manufacturer,type,category,subcategory,short_description,long_description,features,upc,height,width,length,weight,instructions,warranty,Image,Data Sheet,Brochure,"If individual part, price available?",NOTES: CS DEPT
Yes,LFB-24-3B-MG,"24"" CROSSBRACE LADDER (MARINE GRADE)",S.R. Smith,Deck Accessories,Ladders,,"LFB-24-3B-MG -  - 24"" CROSSBRACE LADDER (MARINE GRADE)","Commercial crossbrace ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. Stainless steel treads will ensure that your ladder stays looking great for years to come.","Tubing: 1.90"" OD, .065"" wall. Type: 316L Marine Grade. Number of treads: 3. 6"" radius bends. ",8.40671E+11,"2""","28""","70""",31 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127304/crossbracecommercialladder-highres.jpg,,,,
Yes,LFB-24-3BT,"24"" CRSBRCE SAFETY 3 STEP LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-24-3BT -  - 24"" CRSBRCE SAFETY 3 STEP LADDER","Commercial ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. The included safety treads include protective side skirts to eliminate the risk of someone slipping through the ladder side.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 3. 6"" radius bends. ",8.40671E+11,,,,,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,,,,,
Yes,LFB-24-4C,"24"" CROSSBRACE LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-24-4C -  - 24"" CROSSBRACE LADDER","Commercial crossbrace ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. Stainless steel treads will ensure that your ladder stays looking great for years to come.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 4. 6"" radius bends. ",8.40671E+11,"2""","28""","82""",40 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127304/crossbracecommercialladder-highres.jpg,,,,
Yes,LFB-24-4CT,"24"" CRSBRCE SAFETY 4 STEP LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-24-4CT -  - 24"" CRSBRCE SAFETY 4 STEP LADDER","Commercial ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. The included safety treads include protective side skirts to eliminate the risk of someone slipping through the ladder side.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 4. 6"" radius bends. ",8.40671E+11,,,,,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,,,,,
Yes,LFB-24-5D,"24"" CROSSBRACE LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-24-5D -  - 24"" CROSSBRACE LADDER","Commercial crossbrace ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. Stainless steel treads will ensure that your ladder stays looking great for years to come.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 5. 6"" radius bends. ",8.40671E+11,"2""","28""","90""",48 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127304/crossbracecommercialladder-highres.jpg,,,,
Yes,LFB-24-5DT,"24"" CRSBRCE SAFETY 5 STEP LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-24-5DT -  - 24"" CRSBRCE SAFETY 5 STEP LADDER","Commercial ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. The included safety treads include protective side skirts to eliminate the risk of someone slipping through the ladder side.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 5. 6"" radius bends. ",8.40671E+11,,,,,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,,,,,
Yes,LFB-30-2A,"30"" CROSSBRACE LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-30-2A -  - 30"" CROSSBRACE LADDER","Commercial crossbrace ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. Stainless steel treads will ensure that your ladder stays looking great for years to come.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 2. 6"" radius bends. ",8.40671E+11,"2""","39""","60""",29 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127304/crossbracecommercialladder-highres.jpg,,,,
Yes,LFB-30-2AT,"30"" CRSBRCE SAFETY 2 STEP LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-30-2AT -  - 30"" CRSBRCE SAFETY 2 STEP LADDER","Commercial ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. The included safety treads include protective side skirts to eliminate the risk of someone slipping through the ladder side.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 2. 6"" radius bends. ",8.40671E+11,,,,,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,,,,,
Yes,LFB-30-3B,"30"" CROSSBRACE LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-30-3B -  - 30"" CROSSBRACE LADDER","Commercial crossbrace ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. Stainless steel treads will ensure that your ladder stays looking great for years to come.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 3. 6"" radius bends. ",8.40671E+11,"2""","39""","85""",49 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127304/crossbracecommercialladder-highres.jpg,,,,
Yes,LFB-30-3B-MG,"30"" CROSSBRACE LADDER (MARINE GRADE)",S.R. Smith,Deck Accessories,Ladders,,"LFB-30-3B-MG -  - 30"" CROSSBRACE LADDER (MARINE GRADE)","Commercial crossbrace ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. Stainless steel treads will ensure that your ladder stays looking great for years to come.","Tubing: 1.90"" OD, .065"" wall. Type: 316L Marine Grade. Number of treads: 3. 6"" radius bends. ",8.40671E+11,"2""","39""","85""",49 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127304/crossbracecommercialladder-highres.jpg,,,,
Yes,LFB-30-3BT,"30"" CRSBRCE SAFETY 3 STEP LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-30-3BT -  - 30"" CRSBRCE SAFETY 3 STEP LADDER","Commercial ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. The included safety treads include protective side skirts to eliminate the risk of someone slipping through the ladder side.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 3. 6"" radius bends. ",8.40671E+11,,,,,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,,,,,
Yes,LFB-30-4C,"30"" CROSSBRACE LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-30-4C -  - 30"" CROSSBRACE LADDER","Commercial crossbrace ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. Stainless steel treads will ensure that your ladder stays looking great for years to come.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 4. 6"" radius bends. ",8.40671E+11,"4""","35""","85""",50 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127304/crossbracecommercialladder-highres.jpg,,,,
Yes,LFB-30-4CT,"30"" CRSBRCE SAFETY 4 STEP LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-30-4CT -  - 30"" CRSBRCE SAFETY 4 STEP LADDER","Commercial ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. The included safety treads include protective side skirts to eliminate the risk of someone slipping through the ladder side.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 4. 6"" radius bends. ",8.40671E+11,,,,,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,,,,,
Yes,LFB-30-5D,"30"" CROSSBRACE LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-30-5D -  - 30"" CROSSBRACE LADDER","Commercial crossbrace ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. Stainless steel treads will ensure that your ladder stays looking great for years to come.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 5. 6"" radius bends. ",8.40671E+11,"2""","39""","95""",58 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127304/crossbracecommercialladder-highres.jpg,,,,
Yes,LFB-30-5DT,"30"" CRSBRCE SAFETY 5 STEP LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-30-5DT -  - 30"" CRSBRCE SAFETY 5 STEP LADDER","Commercial ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. The included safety treads include protective side skirts to eliminate the risk of someone slipping through the ladder side.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 5. 6"" radius bends. ",8.40671E+11,,,,,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,,,,,
Yes,LFB-36-2A,"36"" CROSSBRACE LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-36-2A -  - 36"" CROSSBRACE LADDER","Commercial crossbrace ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. Stainless steel treads will ensure that your ladder stays looking great for years to come.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 2. 6"" radius bends. ",8.40671E+11,"2""","39""","59""",45 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127304/crossbracecommercialladder-highres.jpg,,,,
Yes,LFB-36-2A-MG,"36"" CROSSBRACE LADDER (MARINE GRADE)",S.R. Smith,Deck Accessories,Ladders,,"LFB-36-2A-MG -  - 36"" CROSSBRACE LADDER (MARINE GRADE)","Commercial crossbrace ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. Stainless steel treads will ensure that your ladder stays looking great for years to come.","Tubing: 1.90"" OD, .065"" wall. Type: 316L Marine Grade. Number of treads: 2. 6"" radius bends. ",8.40671E+11,"2""","39""","59""",45 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127304/crossbracecommercialladder-highres.jpg,,,,
Yes,LFB-36-2AT,"36"" CRSBRCE SAFETY 2 STEP LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-36-2AT -  - 36"" CRSBRCE SAFETY 2 STEP LADDER","Commercial ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. The included safety treads include protective side skirts to eliminate the risk of someone slipping through the ladder side.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 2. 6"" radius bends. ",8.40671E+11,,,,,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,,,,,
Yes,LFB-36-3B,"36"" CROSSBRACE LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-36-3B -  - 36"" CROSSBRACE LADDER","Commercial crossbrace ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. Stainless steel treads will ensure that your ladder stays looking great for years to come.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 3. 6"" radius bends. ",8.40671E+11,"2""","40""","76""",52 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127304/crossbracecommercialladder-highres.jpg,,,,
Yes,LFB-36-3B-12,"36"" CROSSBRACE LADDER 12 EXT LENGTH",S.R. Smith,Deck Accessories,Ladders,,"LFB-36-3B-12 -  - 36"" CROSSBRACE LADDER 12 EXT LENGTH","Commercial crossbrace ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. Stainless steel treads will ensure that your ladder stays looking great for years to come.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 3. 6"" radius bends. ",8.40671E+11,,,,58 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127304/crossbracecommercialladder-highres.jpg,,,,
Yes,LFB-36-3B-MG,"36"" CROSSBRACE LADDER (MARINE GRADE)",S.R. Smith,Deck Accessories,Ladders,,"LFB-36-3B-MG -  - 36"" CROSSBRACE LADDER (MARINE GRADE)","Commercial crossbrace ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. Stainless steel treads will ensure that your ladder stays looking great for years to come.","Tubing: 1.90"" OD, .065"" wall. Type: 316L Marine Grade. Number of treads: 3. 6"" radius bends. ",8.40671E+11,"2""","40""","76""",52 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127304/crossbracecommercialladder-highres.jpg,,,,
Yes,LFB-36-3BT,"36"" CRSBRCE SAFETY 3 STEP LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-36-3BT -  - 36"" CRSBRCE SAFETY 3 STEP LADDER","Commercial ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. The included safety treads include protective side skirts to eliminate the risk of someone slipping through the ladder side.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 3. 6"" radius bends. ",8.40671E+11,,,,,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,,,,,
Yes,LFB-36-4C,"36"" CROSSBRACE LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-36-4C -  - 36"" CROSSBRACE LADDER","Commercial crossbrace ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. Stainless steel treads will ensure that your ladder stays looking great for years to come.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 4. 6"" radius bends. ",8.40671E+11,"2""","40""","76""",49 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127304/crossbracecommercialladder-highres.jpg,,,,
Yes,LFB-36-4CT,"36"" CRSBRCE SAFETY 4 STEP LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-36-4CT -  - 36"" CRSBRCE SAFETY 4 STEP LADDER","Commercial ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. The included safety treads include protective side skirts to eliminate the risk of someone slipping through the ladder side.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 4. 6"" radius bends. ",8.40671E+11,,,,,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,,,,,
Yes,LFB-36-5D,"36"" CROSSBRACE LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-36-5D -  - 36"" CROSSBRACE LADDER","Commercial crossbrace ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. Stainless steel treads will ensure that your ladder stays looking great for years to come.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 5. 6"" radius bends. ",8.40671E+11,"4""","42""","78""",72 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127304/crossbracecommercialladder-highres.jpg,,,,
Yes,LFB-36-5D-MG,"36"" CROSSBRACE LADDER (MARINE GRADE)",S.R. Smith,Deck Accessories,Ladders,,"LFB-36-5D-MG -  - 36"" CROSSBRACE LADDER (MARINE GRADE)","Commercial crossbrace ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. Stainless steel treads will ensure that your ladder stays looking great for years to come.","Tubing: 1.90"" OD, .065"" wall. Type: 316L Marine Grade. Number of treads: 5. 6"" radius bends. ",8.40671E+11,"4""","42""","78""",72 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127304/crossbracecommercialladder-highres.jpg,,,,
Yes,LFB-36-5DT,"36"" CRSBRCE SAFETY 5 STEP LADDER",S.R. Smith,Deck Accessories,Ladders,,"LFB-36-5DT -  - 36"" CRSBRCE SAFETY 5 STEP LADDER","Commercial ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. The included safety treads include protective side skirts to eliminate the risk of someone slipping through the ladder side.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 5. 6"" radius bends. ",8.40671E+11,,,,,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,,,,,
Yes,LFB-36S-3B,"36"" CROSSBRACE LADDER W/8"" EXT",S.R. Smith,Deck Accessories,Ladders,,"LFB-36S-3B -  - 36"" CROSSBRACE LADDER W/8"" EXT","Commercial crossbrace ladders are made from thick stainless steel tubing, and are suitable for heavy duty use in commercial aquatic facilities. Commercial ladders come in three different sizes, 24"", 30"" or 36"" to fit your pool. Stainless steel treads will ensure that your ladder stays looking great for years to come.","Tubing: 1.90"" OD, .065"" wall. Type: 304. Number of treads: 3. 6"" radius bends. ",8.40671E+11,"2""","40""","76""",52 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127304/crossbracecommercialladder-highres.jpg,,,,
Yes,LLS-4,DOCK LADDER - 4 STEP,S.R. Smith,Deck Accessories,Ladders,,LLS-4 -  - DOCK LADDER - 4 STEP,"Dock ladders are made of extra-strength stainless steel, with stainless steel treads. Dock Ladders are secured by a simple keyhole tie down plate and can be easily locked and unlocked from the pool deck. Rubber bumpers are fitted to the frame ends to protect your pool where ladder meets the pool floor.","Tubing: 1.90"". OD, .065"" wall. Type: 304. Number of treads: 4. 6"" radius bends.",8.40671E+11,"2""",28',"82""",60 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48570/dock-ladder-high-res.jpg,,,,
Yes,LLS-4-MG,DOCK LADDER - 4 STEP (MARINE GRADE),S.R. Smith,Deck Accessories,Ladders,,LLS-4-MG -  - DOCK LADDER - 4 STEP (MARINE GRADE),"Dock ladders are made of extra-strength stainless steel, with stainless steel treads. Dock Ladders are secured by a simple keyhole tie down plate and can be easily locked and unlocked from the pool deck. Rubber bumpers are fitted to the frame ends to protect your pool where ladder meets the pool floor.","Tubing: 1.90"". OD, .065"" wall. Type: 316L Marine Grade. Number of treads: 4. 6"" radius bends.",8.40671E+11,"2""",28',"82""",60 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48570/dock-ladder-high-res.jpg,,,,
Yes,LLS-5,DOCK LADDER - 5 STEP,S.R. Smith,Deck Accessories,Ladders,,LLS-5 -  - DOCK LADDER - 5 STEP,"Dock ladders are made of extra-strength stainless steel, with stainless steel treads. Dock Ladders are secured by a simple keyhole tie down plate and can be easily locked and unlocked from the pool deck. Rubber bumpers are fitted to the frame ends to protect your pool where ladder meets the pool floor.","Tubing: 1.90"". OD, .065"" wall. Type: 304. Number of treads: 5. 6"" radius bends.",8.40671E+11,"2""",28',"90""",65 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48570/dock-ladder-high-res.jpg,,,,
Yes,LLS-5-MG,DOCK LADDER - 5 STEP (MARINE GRADE),S.R. Smith,Deck Accessories,Ladders,,LLS-5-MG -  - DOCK LADDER - 5 STEP (MARINE GRADE),"Dock ladders are made of extra-strength stainless steel, with stainless steel treads. Dock Ladders are secured by a simple keyhole tie down plate and can be easily locked and unlocked from the pool deck. Rubber bumpers are fitted to the frame ends to protect your pool where ladder meets the pool floor.","Tubing: 1.90"". OD, .065"" wall. Type: 316L Marine Grade. Number of treads: 5. 6"" radius bends.",8.40671E+11,"2""",28',"90""",65 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48570/dock-ladder-high-res.jpg,,,,
Yes,LLS-6,DOCK LADDER - 6 STEP,S.R. Smith,Deck Accessories,Ladders,,LLS-6 -  - DOCK LADDER - 6 STEP,"Dock ladders are made of extra-strength stainless steel, with stainless steel treads. Dock Ladders are secured by a simple keyhole tie down plate and can be easily locked and unlocked from the pool deck. Rubber bumpers are fitted to the frame ends to protect your pool where ladder meets the pool floor.","Tubing: 1.90"". OD, .065"" wall. Type: 304. Number of treads: 6. 6"" radius bends.",8.40671E+11,"2""",28',"98""",70 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48570/dock-ladder-high-res.jpg,,,,
Yes,LLS-6-MG,DOCK LADDER - 6 STEP (MARINE GRADE),S.R. Smith,Deck Accessories,Ladders,,LLS-6-MG -  - DOCK LADDER - 6 STEP (MARINE GRADE),"Dock ladders are made of extra-strength stainless steel, with stainless steel treads. Dock Ladders are secured by a simple keyhole tie down plate and can be easily locked and unlocked from the pool deck. Rubber bumpers are fitted to the frame ends to protect your pool where ladder meets the pool floor.","Tubing: 1.90"". OD, .065"" wall. Type: 316L Marine Grade. Number of treads: 6. 6"" radius bends.",8.40671E+11,"2""",28',"98""",70 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48570/dock-ladder-high-res.jpg,,,,
Yes,OGL-3E-100,ON-GROUND LADDER ECONO,S.R. Smith,Deck Accessories,Ladders,,OGL-3E-100 -  - ON-GROUND LADDER ECONO,"The On-ground ladder is made from long lasting stainless steel, with stainless steel or heavy-duty plastic treads. Rubber bumpers are fitted to the ends for protection where the ladder meets the side of the pool.","Tubing: 1.90"". OD, .049"" wall. Type: 304. Number of treads: 3 Plastic. 6"" radius bends.",8.40671E+11,"3""","18""","71""",27 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127235/onground_ladder.jpg,,,,
Yes,OGL-3E-101,ON-GROUND LADDER ECONO,S.R. Smith,Deck Accessories,Ladders,,OGL-3E-101 -  - ON-GROUND LADDER ECONO,"The On-ground ladder is made from long lasting stainless steel, with stainless steel or heavy-duty plastic treads. Rubber bumpers are fitted to the ends for protection where the ladder meets the side of the pool.","Tubing: 1.90"". OD, .049"" wall. Type: 304. Number of treads: 3 Plastic. 6"" radius bends.",8.40671E+11,"3""","18""","71""",27 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127235/onground_ladder.jpg,,,,
Yes,OGL-3S-100,ON-GROUND LADDER ELITE,S.R. Smith,Deck Accessories,Ladders,,OGL-3S-100 -  - ON-GROUND LADDER ELITE,"The On-ground ladder is made from long lasting stainless steel, with stainless steel or heavy-duty plastic treads. Rubber bumpers are fitted to the ends for protection where the ladder meets the side of the pool.","Tubing: 1.90"". OD, .049"" wall. Type: 304. Number of treads: 3 Stainless steel. 6"" radius bends.",8.40671E+11,"3""","18""","71""",27 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127235/onground_ladder.jpg,,,,
Yes,OGL-3S-101,ON-GROUND LADDER ELITE,S.R. Smith,Deck Accessories,Ladders,,OGL-3S-101 -  - ON-GROUND LADDER ELITE,"The On-ground ladder is made from long lasting stainless steel, with stainless steel or heavy-duty plastic treads. Rubber bumpers are fitted to the ends for protection where the ladder meets the side of the pool.","Tubing: 1.90"". OD, .049"" wall. Type: 304. Number of treads: 3 Stainless steel. 6"" radius bends.",8.40671E+11,"3""","18""","71""",27 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127235/onground_ladder.jpg,,,,
Yes,PLL-12E-2A,PARAL. LOOK ECONO 2 STEP LADDER,S.R. Smith,Deck Accessories,Ladders,,PLL-12E-2A -  - PARAL. LOOK ECONO 2 STEP LADDER,"The Parallel-Look ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Choose an ultra durable plastic, or stainless steel tread. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool.","Tubing: 1.90"". OD, .049"" wall. Type: 304. Number of treads: 2. 6"" radius bends.",8.40671E+11,"2""","28""","60""",22 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127236/parallel_look_ladder.jpg,,,,
Yes,PLL-12E-3B,PARAL. LOOK ECONO 3 STP LADDER,S.R. Smith,Deck Accessories,Ladders,,PLL-12E-3B -  - PARAL. LOOK ECONO 3 STP LADDER,"The Parallel-Look ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Choose an ultra durable plastic, or stainless steel tread. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool.","Tubing: 1.90"". OD, .049"" wall. Type: 304. Number of treads: 3. 6"" radius bends.",8.40671E+11,"2""","28""","65""",24 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127236/parallel_look_ladder.jpg,,,,
