part_number,title,upc,price,og_oem,main_man,department,product_line,manufacturer
159150H-1,Dominator Pump 1.5 HP High Head 115/230 1 PH,811636025677,404.01,14015500-1040,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
159150M-1,Dominator Pump 1.5 HP Medium Head 115/230 1 PH,811636025691,404.01,15015000-1040,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
159200H-1,Dominator Pump 2 HP High Head 115/230 1 PH,811636025707,438.74,14020500-1040,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
159200M-1,Dominator Pump 2 HP Medium Head 115/230 1 PH,811636025714,438.74,15020000-1040,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
,Dominator Medium Head Liquid End,,,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
159050,"1/2 HP 2"" Suction ",811636025738,199.5,15905000-0050,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
159070,"3/4 HP 2"" Suction",811636025752,199.5,15907000-0050,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
159100,"1 HP 2"" Suction",811636025776,199.5,15910000-0050,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
159150,"1-1/2 HP 2"" Suction",811636025790,199.5,15915000-0040,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
159200,"2 HP 2"" Suction",811636025813,199.5,15920000-0040,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
,Dominator High Head Liquid End,,,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
159050H,"1/2 HP 2"" Suction ",811636025721,199.5,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
159070H,"3/4 HP 2"" Suction",811636025745,199.5,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
159100H,"1 HP 2"" Suction",811636025769,199.5,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
159150H,"1-1/2 HP 2"" Suction",811636025783,199.5,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
159200H,"2 HP 2"" Suction",811636025806,199.5,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
,Dominator Pump Parts,,,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-409S,Dominator Pump Basket ,811636023154,12.07,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-409,Dominator Pump Basket 12/Box,811636023154,8.05,91110040,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-410,Dominator Medium Head Diffuser,811636023161,16.99,91270020,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-411,Dominator Medium Head Impeller 3/4 HP,811636023178,34.67,91692455,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-412,Dominator Medium Head Impeller 1 HP,811636023185,34.67,91692505,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-413,Dominator Medium Head Impeller 1-1/2 HP,811636023192,34.67,91692555,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-414,Dominator Medium Head Impeller 2 HP,811636023208,34.67,91692605,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-415,Dominator High Head Diffuser,811636023215,17.34,91270002,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-416,Dominator High Head Impeller 3/4 HP,811636023222,34.67,91692450,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-417,Dominator High Head Impeller 1 HP,811636023239,34.67,91692500,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-418,Dominator High Head Impeller 1-1/2 HP,811636023246,34.67,91692550,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-419,Dominator High Head Impeller 2 HP,811636023253,34.67,91692600,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-420S,Dominator Med. Head Diffuser O-Ring ,811636027152,1.31,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-420,Dominator Med. Head Diffuser O-Ring (12/Bag),811636027152,0.87,92200250,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-421S,Dominator High Head Diffuser O-Ring ,811636027169,1.31,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-421,Dominator High Head Diffuser O-Ring (12/Bag),811636027169,0.87,92200140,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-425S,Dominator Medium Head Diffuser Screw ,811636023260,0.25,99730550,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-425,Dominator Medium Head Diffuser Screw 25/Bag,811636023260,0.16,99730550,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-426S,Dominator High Head Diffuser Screw ,811636025851,0.25,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-426,Dominator High Head Diffuser Screw 25/Bag,811636025851,0.16,99730060,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-427S,Dominator Medium Head Impeller Screw ,811636025844,3.47,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-427,Dominator Medium Head Impeller Screw 10/Bag,811636025844,2.32,99730160,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-428S,Dominator High Head Impeller Screw ,811636023277,3.47,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-428,Dominator High Head Impeller Screw 10/Bag,811636023277,2.32,99730150,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V26-361,Dominator Pump Lid N/S 2010 to Present,811636021303,14.15,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V26-360S,Dominator Pump Lid O-Ring N/S 2010 to Present,811636021297,1.78,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V26-360,Dominator Pump Lid O-Ring N/S 2010 to Present (12/Bag),811636021297,1.18,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-430,Dominator Pump Lid (Prior to 2009),811636023284,18.52,91230300,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-431S,Dominator Pump Lid  Oring (Prior to 2009),811636023291,2.01,92200190,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-431,Dominator Pump Lid  Oring 12/Bag (Prior to 2009),811636023291,1.33,92200190,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-432,"Compression Fitting 2""",811636025868,5.96,52202000,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-900,Dominator Casing  (Volute),811636023932,56.14,91200003,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-901,Dominator Seal Plate (PS-200),811636023949,56.14,92280003,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-902,Dominator Bracket ,811636023956,36.99,91140351,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-903,"Dominator Trap 2"" Inlet",811636023963,55.91,92620552,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-904,Dominator Pump Base,811636025882,22.18,91100150,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-905,Dominator Lock Ring (1995 to 2010),811636023970,15.86,91920050,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-906,Dominator Volute Clamp w/Knob,811636023987,34.15,99100020,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-907S,"Dominator 1/4"" Drain Plug w/O-Ring",811636025875,1.78,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-907,"Dominator 1/4"" Drain Plug w/O-Ring (10/Bag)",811636025875,1.18,92290020,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-908,Dominator Bolt Kit,811636025820,8.1,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-910,Dominator Short Shaft,811636023994,6.08,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V26-354S,Dominator Seal Plate O-Ring,811636021242,2.8,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V26-354,Dominator Seal Plate O-Ring (12/Bag),811636021242,1.86,92200180,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V26-359S,Dominator Trap Gasket Rubber ,811636021280,1.84,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V26-359,Dominator Trap Gasket Rubber (12/Bag),811636021280,1.23,92200100,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-401S,"Set Screw 1/4""-20 x 5/16"" ",811636023147,0.73,,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-401,"Set Screw 1/4""-20 x 5/16"" (100/Bag)",811636023147,0.48,99730000,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-200S,Pump Seal 1995 to Present,,6.05,92500150,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-200,Pump Seal 1995 to Present (50/Bag),,4.04,92500150,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-300S,Pump Seal Prior 1994,811636023123,7.93,92520010,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-300,Pump Seal Prior 1995 (50/Bag),811636023123,5.28,92520010,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
V40-116-1,Dominator Pump Shaft,811636025837,19.09,92520040,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
,Jandy Replacement Parts,,,,,,>,Val-Pak
V55-100S,Tank Lid O-Ring CL/Del Series,811636024236,19.31,R0357800,Zodiac/Jandy,Replacement Parts,Zodiac/Jandy>Replacement Parts,Val-Pak
V55-100,Tank Lid O-Ring CL/Del Series (12/Bag),811636024236,14.68,R0357800,Zodiac/Jandy,Replacement Parts,Zodiac/Jandy>Replacement Parts,Val-Pak
V55-105S,Jandy 3 Way Valve O-Ring Kit,811636020948,1.96,,Zodiac/Jandy,Replacement Parts,Zodiac/Jandy>Replacement Parts,Val-Pak
V55-105,Jandy 3 Way Valve O-Ring Kit (25/Bag),811636020948,1.57,,Zodiac/Jandy,Replacement Parts,Zodiac/Jandy>Replacement Parts,Val-Pak
V55-110,Jandy Gauge/ Air Release,811636024250,22.9,R0357200,Zodiac/Jandy,Replacement Parts,Zodiac/Jandy>Replacement Parts,Val-Pak
V55-200,Jandy Cartridge Manifold,811636020955,26.8,R0357600,Zodiac/Jandy,Replacement Parts,Zodiac/Jandy>Replacement Parts,Val-Pak
V55-201,Jandy DE Manifold ,811636020955,19.66,R0359000,Zodiac/Jandy,Replacement Parts,Zodiac/Jandy>Replacement Parts,Val-Pak
,Martin 500 Series 3 - 10 HP. Pump & Motor,,,,,,>,Val-Pak
V40-535,3 HP Pump & Motor 60 Cycle 1 Phase,811636023697,2033.19,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-536,3 HP Pump & Motor 60 Cycle 3 Phase,811636024779,1871.64,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-537,5 HP Pump & Motor 60 Cycle 1 Phase,811636023703,2080.84,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-538,5 HP Pump & Motor 60 Cycle 3 Phase,811636023710,1929.8,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-539,7-1/2 HP Pump & Motor 60 Cycle 3 Phase,811636023727,2144.37,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-540,10 HP Pump & Motor 60 Cycle 3 Phase,811636023734,2692.39,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
,Martin 500 Series 3 - 10 HP Liquid End,,,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-536-W,3 HP Liquid End,811636026490,1176.8,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-538-W,5 HP Liquid End,811636026506,1223.08,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-539-W,7-1/2 HP Liquid End,811636026513,1619.75,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-540-W,10 HP Liquid End,811636026520,1877.59,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
,Martin 500 Series 3 - 10 HP Pump Parts,,,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-545,3 HP Motor 60 Cycle 1 Phase,811636025981,799.28,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-546,3 HP Motor 60 Cycle 3 Phase,811636025998,637.71,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-547,5 HP Motor 60 Cycle 1 Phase,811636023741,1090.69,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-548,5 HP Motor 60 Cycle 3 Phase,811636023758,709.13,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-549,7-1/2 HP Motor 60 Cycle 3 Phase,811636023765,797.08,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-550,10 HP Motor 60 Cycle 3 Phase,811636026001,1042.22,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-555,Bolt Kit 3/8 -16x3/4 S.S. Qty. 20,811636023772,23.18,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-555-1,3/8-16 X 5/8 S.S. Bolt,811636026094,1.13,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-556,Angle Iron Base 3 - 7-1/2 HP,811636026032,47.7,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-557,Angle Iron Base 10 HP,811636026049,55.5,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-558,Motor Adapter Ring (Spacer) 10 HP ,811636026070,185.52,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-559,Shaft Extension w/nut Martin 500,811636023789,124.72,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-561,Brass Adapter,811636023802,210.47,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-562,3 HP Impeller Martin 500,811636026056,179.97,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-563,5 HP Impeller Martin 500,811636023840,210.47,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-564,7-1/2 HP Impeller Martin 500,811636023857,233.84,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-565,10 HP Impeller Martin 500,811636026063,327.39,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-570,Brass Volute,811636023888,571.82,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-571,"Brass Flange 3"" NPT",811636026087,71.48,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-572,"8"" Brass Trap 3"" Inlet",811636026025,679.49,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-573,"8"" Brass Cover",811636023895,95.73,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-574,"8"" S.S.  Strainer Basket",811636023901,80.78,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-575,Tee Handle Brass W/S.S. Stud,811636026018,10.82,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-576,"Parts Kit Martin 500 (Pump Seal, Gaskets & O-ring)",811636023918,61.15,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
,Premier 556 Pump Parts,,,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V31-457,3 HP Impeller,,71.21,31-330,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-561P,Brass Adapter,811636023819,214.44,35-109,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V31-456,"Brass Volute, 556 Series",,190.6,35-843,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V31-460,Parts Kit 556,,39.67,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
,Premier 658 Pump Parts 3-10 HP,,,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-577,"Parts Kit 658 (Pump Seal, Gaskets & 0-Ring)",811636023925,63.64,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-560,"Shaft Extension w/nut Premier 658 5, 7-1/2 & 10 HP",811636023796,130.7,39-862,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-580P,Shaft Extension w/nut Premier 658 3 HP,,130.7,39-861,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-573,"8"" Brass Cover",811636023895,98.47,39-490,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-561P,Brass Adapter 658,811636023819,214.44,35-109,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-574,"8"" S.S.  Strainer Basket",811636023901,83.09,39-225,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-566,3 HP Impeller 658,811636023864,202.08,39-879,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-567,5 HP Impeller 658,811636023871,229.02,39-880,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-568,7-1/2 HP Impeller 658,,255.97,39-881,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-569,10 HP Impeller 658,,312.55,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
,Martin 100 SERIES Pump & Motor 1/3-3 HP 115/230 60Hz 1 PH DP,,,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-504,"1/3 HP Pump & Motor 60 Hz 5"" Trap 2"" Suction",811636023512,612.44,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-505,"1/2 HP Pump & Motor 60 Hz 5"" Trap 2"" Suction",811636025899,612.44,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-506,"3/4 HP Pump & Motor 60 Hz 5"" Trap 2"" Suction",811636025905,623.78,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-507,"1.0 HP Pump & Motor 60 Hz 5"" Trap 2"" Suction",811636023543,633.5,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-508,"1.5 HP Pump & Motor 60 Hz 5"" Trap 2"" Suction ",811636023574,683.71,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-509,"2 HP Pump & Motor 60 Hz 5"" Trap 2"" Suction",811636023598,742.04,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-510,"3 HP Pump & Motor 60 Hz 5"" Trap 2"" Suction",811636025912,811.21,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-510-8,"3 HP Pump & Motor 60 Hz 8"" Trap 3"" Suction",811636026599,1092.6,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
,Martin 100 SERIES Pump & Motor 3/4-3 HP 230 50Hz 1 PH DP,,,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-506-5,"3/4 HP Pump & Motor 50 Hz 5"" Trap 2"" Suction",811636026605,623.78,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-507-5,"1.0 HP Pump & Motor 50 Hz 5"" Trap 2"" Suction",811636026612,633.5,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-508-5,"1.5 HP Pump & Motor 50 Hz 5"" Trap 2"" Suction ",811636026629,683.71,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-509-5,"2 HP Pump & Motor 50 Hz 5"" Trap 2"" Suction",811636026636,742.04,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-510-5,"3 HP Pump & Motor 50 Hz 5"" Trap 2"" Suction",811636026643,810.09,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
,Martin 100 Series Pump/ Motor 1/2-3 HP 230/460 60/50 Hz 3 PH DP,,,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-505-3,"1/2 HP Pump & Motor 60/50 Hz 5"" Trap 2"" Suction",811636026650,649.18,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-506-3,"3/4 HP Pump & Motor 60/50 Hz 5"" Trap 2"" Suction",811636023529,661.2,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-507-3,"1 HP Pump & Motor 60/50 Hz 5"" Trap 2"" Suction",811636023550,671.5,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-508-3,"1.5 HP Pump & Motor 60/50 Hz 5"" Trap 2"" Suction ",811636026667,724.74,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-509-3,"2 HP Pump & Motor 60/50 Hz 5"" Trap 2"" Suction",811636026674,786.56,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-510-3,"3 HP Pump & Motor 60/50 Hz 5"" Trap 2"" Suction",811636026681,827.46,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-510-83,"3 HP Pump & Motor 60/50 Hz 8"" Trap 3"" Suction",811636026698,1104.07,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
,Martin 100 Series Pump/Motor 1/2-3 HP 115/230 1 PH 60/50 Hz TEFC,,,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-505-T,"1/2 HP Pump & Motor 60/50 Hz 5"" Trap 2"" Suction",811636026704,649.18,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-506-T,"3/4 HP Pump & Motor 60/50 Hz 5"" Trap 2"" Suction",811636023536,661.2,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-507-T,"1 HP Pump & Motor 60/50 Hz 5"" Trap 2"" Suction",811636023567,671.5,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-508-T,"1.5 HP Pump & Motor 60/50 Hz 5"" Trap 2"" Suction ",811636023581,724.74,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-509-T,"2 HP Pump & Motor 60/50 Hz 5"" Trap 2"" Suction",811636026711,786.56,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-510-T,"3 HP Pump & Motor 60/50 Hz 5"" Trap 2"" Suction",811636026728,827.46,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
,Martin 100 Series Pump/Motor 1/2-3 HP 230/460 3 PH 60/50 Hz TEFC,,,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-505-T3,"1/2 HP Pump & Motor 60/50 Hz 5"" Trap 2"" Suction",811636026735,649.18,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-506-T3,"3/4 HP Pump & Motor 60/50 Hz 5"" Trap 2"" Suction",811636026742,661.2,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-507-T3,"1 HP Pump & Motor 60/50 Hz 5"" Trap 2"" Suction",811636026759,671.5,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-508-T3,"1.5 HP Pump & Motor 60/50 Hz 5"" Trap 2"" Suction ",811636026766,724.74,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-509-T3,"2 HP Pump & Motor 60/50 Hz 5"" Trap 2"" Suction",811636023604,786.56,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-510-T3,"3 HP Pump & Motor 60/50 Hz 5"" Trap 2"" Suction",811636023611,827.46,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-510-8-50,"3 HP Pump & Motor 60/50 Hz 8"" Trap 3"" Suction",811636026773,1159.28,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
,Martin 100 Liquid End 1/3 - 3 HP.,,,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-516,"1/3 HP Pump w/out Motor 5"" Trap",811636025929,429.08,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-517,"1/2 HP Pump w/out Motor 5"" Trap",811636025936,429.08,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-518,"3/4 HP Pump w/out Motor 5"" Trap",811636023628,429.08,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-519,"1 HP Pump w/out Motor 5"" Trap",811636023635,429.08,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-520,"1-1/2 HP Pump w/out Motor 5"" Trap",811636023659,429.08,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-521,"2 HP Pump w/out Motor 5"" Trap",811636023666,429.08,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-522,"3 HP Pump w/out Motor 5"" Trap",811636023680,429.08,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
,Martin 100 & Aqua-Flo A Series Motors 115-230 1 PH DP,,,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-475,1/2 HP Motor 60 Cycle,811636023413,158.11,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-476,3/4 HP Motor 60 Cycle,811636026810,169.38,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-477,1 HP Motor 60 Cycle,811636023420,180.82,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-478,1-1/2 HP Motor 60 Cycle,811636023444,231.33,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-479,2 HP Motor 60 Cycle,811636026827,309.19,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-480,3 HP Motor 60 Cycle,811636026834,378.32,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
,Martin 100 & Aqua-Flo A Series Motors 115-230 1 PH TEFC,,,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-475-T,1/2 HP Motor 115-230 1 PH TEFC,811636026841,189.73,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-476-T,3/4 HP Motor 115-230 1 PH TEFC,811636026858,205.19,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-477-T,1 HP Motor 115-230 1 PH TEFC,811636026889,216.9,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-478-T,1.5 HP Motor 115-230 1 PH TEFC,811636026896,277.49,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-479-T,2 HP Motor 115-230 1 PH TEFC,811636026902,347.86,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-480-T,3 HP Motor 115-230 1 PH TEFC,811636026919,431.6,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
,Martin 100 & Aqua-Flo A Series Motor 208-230-460 3 PH DP,,,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-475-3,1/2 HP Motor 208-230-460 3 PH DP,811636026926,181.82,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-476-3,3/4 HP Motor 208-230-460 3 PH DP,811636026933,194.78,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-477-3,1 HP Motor 208-230-460 3 PH DP,811636023437,205.9,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-478-3,1.5 HP Motor 208-230-460 3 PH DP,811636023451,263.43,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-479-3,2 HP Motor 208-230-460 3 PH DP,811636023468,330.22,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-480-3,3 HP Motor 208-230-460 3 PH DP,811636026940,409.71,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
,Martin 100 & Aqua-Flo A Series Motor 208-230-460 3 PH TEFC,,,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-475-T3,1/2 HP Motor 208-230-460 3 PH TEFC,811636026957,189.73,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-476-T3,3/4 HP Motor 208-230-460 3 PH TEFC,811636026964,203.26,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-477-T3,1 HP Motor 208-230-460 3 PH TEFC,811636026971,214.86,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-478-T3,1.5 HP Motor 208-230-460 3 PH TEFC,811636026988,274.88,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
V40-479-T3,2 HP Motor 208-230-460 3 PH TEFC,811636023475,344.58,,Martin,Pump Parts,Martin>Pump Parts,Val-Pak
