•ÈÀoperation,sku,upc,item_name,Error Codes,Error Descriptions,Warning Codes,Warning Descriptions,our_price,our_price_UOM,product_type,product_description,brand_name,Webstore Categories,platinum_keywords,RestockDate,are_batteries_included,batteries_required,battery_type_9v,battery_type_a,battery_type_aa,battery_type_aaa,battery_type_c,battery_type_cr123a,battery_type_cr2,battery_type_cr5,battery_type_d,battery_type_lithium_ion,battery_type_lithium_metal,battery_type_p76,battery_type_product_specific,bullet_point,can_be_giftmessaged,can_be_giftwrapped,color_map,color_name,country_of_origin,country_string,cpsia_cautionary_statement,custom_meta_description,custom_number_1,custom_number_2,custom_number_3,custom_number_4,custom_number_5,custom_page_title,custom_text_1,custom_text_10,custom_text_2,custom_text_3,custom_text_4,custom_text_5,custom_text_6,custom_text_7,custom_text_8,custom_text_9,discounted_price,discounted_price_UOM,discounted_price_end_date,discounted_price_start_date,ean,email_me_when_available,external_testing_certification,fulfilled_by_amazon,generic_keywords,hazmat_type,image_main,image_pt01,image_pt02,image_pt03,image_pt04,image_pt05,image_pt06,image_pt07,image_pt08,image_swch,is_discontinued_by_manufacturer,item_classification,item_display_depth,item_display_depth_UOM,item_display_diameter,item_display_diameter_UOM,item_display_height,item_display_height_UOM,item_display_length,item_display_length_UOM,item_display_weight,item_display_weight_UOM,item_display_width,item_display_width_UOM,item_height,item_height_UOM,item_length,item_length_UOM,item_package_quantity,item_type_keyword,item_weight,item_weight_UOM,item_width,item_width_UOM,list_price,list_price_UOM,lithium_battery_packaging,manufacturer,marketplace_search_indexability,marketplaces,material_type,matte_style,max_order_quantity,missing_keyset_reason,model,moisture_needs,number_of_lithium_ion_cells,number_of_lithium_metal_cells,number_of_pieces,occasion,offer_inventory_leadtime,offer_inventory_quantity,offering_condition,offering_condition_note,offering_end_date,offering_start_date,offering_subcondition,package_height,package_height_UOM,package_length,package_length_UOM,package_weight,package_weight_UOM,package_width,package_width_UOM,part_number,pattern_name,po_box_shipping_excluded,product_tax_code,release_date,size_name,specific_uses_keywords,specification_met,style_name,sunlight_exposure,sunset_climate_zone,suppressed_comparison_engine,target_audience_keywords,telling_page_indicator,thesaurus_attribute_keywords,thesaurus_subject_keywords,usda_hardiness_zone,variation_theme_id,volume_capacity_name,warranty_description,website_shipping_weight,website_shipping_weight_UOM
UPDATE,"""355033S""","""788379803315""",MTR PKG 3HP 1PH 1SP 230V ALMD,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355033S, ASIN B008HLLUGC, ('item_name' Merchant: 'MTR PKG 3HP 1PH 1SP 230V ALMD' / Amazon: 'Pentair 355033S Almond 3 HP Single Phase Single Speed Square Flange Motor Replacement Pool and Spa Pump', 'part_number' Merchant: '355033S' / Amazon: ''). The product_id provided with 355033S corresponds to ASIN B008HLLUGC, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,419,USD,MISC_OTHER,MTR PKG 3HP 1PH 1SP 230V ALMD,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,45,IN,44.5,IN,,,40.5,LB,44,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:16Z,New,,,,,,,,,"""355033S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355015S""","""788379865047""",MTR PKG 2HP 2.5A 1PH 1SP 208-230V ALMD,,,,,335,USD,MISC_OTHER,MTR PKG 2HP 2.5A 1PH 1SP 208-230V ALMD,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,37,LB,9,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:11Z,New,,,,,,,,,"""355015S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355021S""","""788379803322""",MTR PKG .75HP 1A 1PH 1SP 208-230/115V BLK,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355021S, ASIN B008HLLQ2K, ('item_name' Merchant: 'MTR PKG .75HP 1A 1PH 1SP 208-230/115V BLK' / Amazon: 'Pentair 355021S Black 3/4 HP Single Phase Square Flange Motor Replacement, Sta-Rite Max-E-Pro Series P6R6D-205L Inground Pump', 'part_number' Merchant: '355021S' / Amazon: ''). The product_id provided with 355021S corresponds to ASIN B008HLLQ2K, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,203,USD,MISC_OTHER,MTR PKG .75HP 1A 1PH 1SP 208-230/115V BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,12,IN,22,IN,,,25.9,LB,8,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:17Z,New,,,,,,,,,"""355021S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355012S""","""788379857981""",MTR PKG 1.5HP 2A 1PH 1SP 208-230 ALMD,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355012S, ASIN B00DP5TWMO, ('item_name' Merchant: 'MTR PKG 1.5HP 2A 1PH 1SP 208-230 ALMD' / Amazon: 'PENTAIR WATER POOL AND SPA INC 355012S E 1PH 1SP 208-230/115V ALMD', 'part_number' Merchant: '355012S' / Amazon: ''). The product_id provided with 355012S corresponds to ASIN B00DP5TWMO, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,274,USD,MISC_OTHER,MTR PKG 1.5HP 2A 1PH 1SP 208-230 ALMD,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,34.78,LB,9,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:17Z,New,,,,,,,,,"""355012S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355039S""","""788379804763""",MTR PKG EQ 7.5HP 3PH 60HZ 575V,,,,,"1,707",USD,MISC_OTHER,MTR PKG EQ 7.5HP 3PH 60HZ 575V,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,,,,,,,120,LB,,,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:13Z,New,,,,,,,,,"""355039S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355026S""","""788379803308""",MTR PKG 2HP 2.5A 1PH 1SP 208-230V ALMD,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355026S, ASIN B008HLLT8G, ('item_name' Merchant: 'MTR PKG 2HP 2.5A 1PH 1SP 208-230V ALMD' / Amazon: 'Pentair 355026S Almond 2 HP Single Phase Single Speed Square Flange Motor Replacement Pool and Spa Pump', 'part_number' Merchant: '355026S' / Amazon: ''). The product_id provided with 355026S corresponds to ASIN B008HLLT8G, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,324,USD,MISC_OTHER,MTR PKG 2HP 2.5A 1PH 1SP 208-230V ALMD,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,45,IN,44.5,IN,,,32.9,LB,44,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:16Z,New,,,,,,,,,"""355026S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355038S""","""788379804756""",MTR PKG EQ 5HP 3PH 60HZ 575V,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355038S, ASIN B008HLLVRA, ('item_name' Merchant: 'MTR PKG EQ 5HP 3PH 60HZ 575V' / Amazon: 'Pentair 355038S 5 HP 3-Phase Motor Replacement EQ-Series EQK500 Commercial Plastic Pump (Discontinued by Manufacturer)', 'part_number' Merchant: '355038S' / Amazon: ''). The product_id provided with 355038S corresponds to ASIN B008HLLVRA, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,"1,545",USD,MISC_OTHER,MTR PKG EQ 5HP 3PH 60HZ 575V,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,15,IN,14,IN,,,68,LB,23,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:15Z,New,,,,,,,,,"""355038S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355022S""","""788379803285""",MTR PKG 1HP 1.5A 1PH 1SP 208-230/115V ALMD,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355022S, ASIN B008HLLQO8, ('item_name' Merchant: 'MTR PKG 1HP 1.5A 1PH 1SP 208-230/115V ALMD' / Amazon: 'Pentair 355022S Single Phase Single Speed Square Flange Motor Replacement Pool and Spa Pump, 1 HP, Almond', 'part_number' Merchant: '355022S' / Amazon: ''). The product_id provided with 355022S corresponds to ASIN B008HLLQO8, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,224,USD,MISC_OTHER,MTR PKG 1HP 1.5A 1PH 1SP 208-230/115V ALMD,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,,,,,,,26.9,LB,,,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:17Z,New,,,,,,,,,"""355022S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355034S""","""788379803360""",MTR PKG 3HP 1PH 1SP 230V BLK,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355034S, ASIN B008HLLV48, ('item_name' Merchant: 'MTR PKG 3HP 1PH 1SP 230V BLK' / Amazon: 'Pentair 355034S Black 3 HP Single Phase Square Flange Motor Replacement, Sta-Rite Max-E-Pro Series P6R6H-209L Inground Pump (Discontinued by Manufacturer)', 'part_number' Merchant: '355034S' / Amazon: ''). The product_id provided with 355034S corresponds to ASIN B008HLLV48, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,419,USD,MISC_OTHER,MTR PKG 3HP 1PH 1SP 230V BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,45,IN,44.5,IN,,,37,LB,44,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:17Z,New,,,,,,,,,"""355034S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355205S""","""788379746902""",MTR PKG SQFL 2.0HPF 3PH 60HZ E 208 230V BLK,,,,,356,USD,MISC_OTHER,MTR PKG SQFL 2.0HPF 3PH 60HZ E 208 230V BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,26,LB,9.25,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:11Z,New,,,,,,,,,"""355205S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355201S""","""788379746872""",MTR PKG SQFL 3/4HPF 3PH 60HZ E 208 230V BLK,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355201S, ASIN B008HLMBUQ, ('item_name' Merchant: 'MTR PKG SQFL 3/4HPF 3PH 60HZ E 208 230V BLK' / Amazon: 'Pentair 355201S Black 3/4 HP 3-Phase Square Flange Motor Replacement Inground Pool and Spa Pump', 'part_number' Merchant: '355201S' / Amazon: ''). The product_id provided with 355201S corresponds to ASIN B008HLMBUQ, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,230,USD,MISC_OTHER,MTR PKG SQFL 3/4HPF 3PH 60HZ E 208 230V BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,26,LB,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:17Z,New,,,,,,,,,"""355201S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355023S""","""788379803339""",MTR PKG 1HP 1.5A 1PH 1SP 208-230/115V BLK,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355023S, ASIN B008HLLRIS, ('item_name' Merchant: 'MTR PKG 1HP 1.5A 1PH 1SP 208-230/115V BLK' / Amazon: 'Pentair 355023S Black 1 HP Single Phase Square Flange Motor Replacement, Sta-Rite Max-E-Pro Series P6R6E-206L Inground Pump', 'part_number' Merchant: '355023S' / Amazon: ''). The product_id provided with 355023S corresponds to ASIN B008HLLRIS, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,224,USD,MISC_OTHER,MTR PKG 1HP 1.5A 1PH 1SP 208-230/115V BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,12,IN,22,IN,,,27.3,LB,8,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:14Z,New,,,,,,,,,"""355023S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355020S""","""788379803278""",MTR PKG .75HP 1A 1PH 1SP 208-230/115V ALMD,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355020S, ASIN B008HLLPAI, ('item_name' Merchant: 'MTR PKG .75HP 1A 1PH 1SP 208-230/115V ALMD' / Amazon: 'Pentair 355020S Single Phase Square Flange Motor, 3/4 HP, Almond', 'part_number' Merchant: '355020S' / Amazon: ''). The product_id provided with 355020S corresponds to ASIN B008HLLPAI, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,203,USD,MISC_OTHER,MTR PKG .75HP 1A 1PH 1SP 208-230/115V ALMD,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,,,,,,,25.7,LB,,,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:17Z,New,,,,,,,,,"""355020S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355218S""","""788379746926""",MTR PKG AF75 120/AFP75 120,,,,,212,USD,MISC_OTHER,MTR PKG AF75 120/AFP75 120,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,26,LB,9.25,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:10Z,New,,,,,,,,,"""355218S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355042S""","""788379804770""",MTR PKG EQ 10HP 3PH 60HZ 575V,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355042S, ASIN B008HLLWYM, ('item_name' Merchant: 'MTR PKG EQ 10HP 3PH 60HZ 575V' / Amazon: 'Pentair 355042S 10 HP 3-Phase Motor Replacement EQ-Series EQK1000 Commercial Plastic Pump (Discontinued by Manufacturer)', 'part_number' Merchant: '355042S' / Amazon: ''). The product_id provided with 355042S corresponds to ASIN B008HLLWYM, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,"2,337",USD,MISC_OTHER,MTR PKG EQ 10HP 3PH 60HZ 575V,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,,,,,,,132,LB,,,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:10Z,New,,,,,,,,,"""355042S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355044S""","""788379804787""",MTR PKG EQ 15HP 3PH 60HZ 575V,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355044S, ASIN B008HLLXH8, ('item_name' Merchant: 'MTR PKG EQ 15HP 3PH 60HZ 575V' / Amazon: 'Pentair 355044S 15 HP 3-Phase Motor Replacement EQ-Series EQK1500 Commercial Plastic Pump', 'part_number' Merchant: '355044S' / Amazon: ''). The product_id provided with 355044S corresponds to ASIN B008HLLXH8, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,"2,774",USD,MISC_OTHER,MTR PKG EQ 15HP 3PH 60HZ 575V,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,,,,,,,110,LB,,,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:10Z,New,,,,,,,,,"""355044S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355232S""","""788379746940""",MTR PKG W/SWTCH SQFL 3/4HPF 1A 60HZ 2SP BLK,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355232S, ASIN B008HLMGZ6, ('item_name' Merchant: 'MTR PKG W/SWTCH SQFL 3/4HPF 1A 60HZ 2SP BLK' / Amazon: 'Pentair 355232S Black 3/4 HP Single Phase Dual Speed Square Flange Motor Replacement Inground Pool and Spa Pump (Discontinued by Manufacturer)', 'part_number' Merchant: '355232S' / Amazon: ''). The product_id provided with 355232S corresponds to ASIN B008HLMGZ6, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,265,USD,MISC_OTHER,MTR PKG W/SWTCH SQFL 3/4HPF 1A 60HZ 2SP BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,29.25,LB,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:11Z,New,,,,,,,,,"""355232S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355375S""","""788379747008""",MTR PKG W/SWTCH SQFL 3/4HPF 1A 60HZ 2SP BLK,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355375S, ASIN B008HLML9C, ('item_name' Merchant: 'MTR PKG W/SWTCH SQFL 3/4HPF 1A 60HZ 2SP BLK' / Amazon: 'Pentair 355375S Black 3/4 HP Standard Square Flange Motor Replacement Inground Pool and Spa Pump', 'part_number' Merchant: '355375S' / Amazon: ''). The product_id provided with 355375S corresponds to ASIN B008HLML9C, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,291,USD,MISC_OTHER,MTR PKG W/SWTCH SQFL 3/4HPF 1A 60HZ 2SP BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,15,LB,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:13Z,New,,,,,,,,,"""355375S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355222S""","""788379746933""",MTR PKG AF180/AFP150 180,,,,,252,USD,MISC_OTHER,MTR PKG AF180/AFP150 180,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,35.5,LB,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:13Z,New,,,,,,,,,"""355222S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355206S""","""788379746919""",MTR PKG CNTRY .5HP 3PH,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355206S, ASIN B008HLMEP8, ('item_name' Merchant: 'MTR PKG CNTRY .5HP 3PH' / Amazon: 'Pentair 355206S 1/2 HP 3-Phase Single Speed Country Motor Replacement, Sta-Rite Max-E-Pro Series Inground Pool and Spa Pump', 'part_number' Merchant: '355206S' / Amazon: ''). The product_id provided with 355206S corresponds to ASIN B008HLMEP8, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,237,USD,MISC_OTHER,MTR PKG CNTRY .5HP 3PH,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,,,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:10Z,New,,,,,,,,,"""355206S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355376S""","""788379747015""",MTR PKG W/SWTCH SQFL 1HPF 1.5A 60HZ 2SP BLK,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355376S, ASIN B008HLMM5A, ('item_name' Merchant: 'MTR PKG W/SWTCH SQFL 1HPF 1.5A 60HZ 2SP BLK' / Amazon: 'Pentair 355376S Black 1-1/2 HP Standard Square Flange Motor Replacement Inground Pool and Spa Pump', 'part_number' Merchant: '355376S' / Amazon: ''). The product_id provided with 355376S corresponds to ASIN B008HLMM5A, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,299,USD,MISC_OTHER,MTR PKG W/SWTCH SQFL 1HPF 1.5A 60HZ 2SP BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,32.4,LB,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:16Z,New,,,,,,,,,"""355376S""",,,,,,,,,,,,,,,,,,,,,
